Issue Type,File Path,Line Number,Issue Description,Severity,Recommendation,Impact,Module,Feature
"UI Performance","SalesProPlus/Presentation/StoreLayoutAlbum/View/StoreLayoutAlbumNoData.swift","53","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/StoreLayoutAlbum/View/StoreLayoutAlbumNoData.swift","61","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/StoreLayoutAlbum/View/StoreLayoutAlbumView.swift","69","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/StoreLayoutAlbum/View/StoreLayoutAlbumView.swift","77","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/StoreLayoutAlbum/View/StoreLayoutAlbumView.swift","128","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/StoreLayoutAlbum/View/AlbumDropDownSelectionView.swift","90","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/HolidayWeek/ViewModel/HolidayWeekViewModel.swift","73","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/HolidayWeek/ViewModel/HolidayWeekViewModel.swift","107","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/HolidayWeek/View/StoreWalkHolidayWeekAlbumDetailsView.swift","103","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/HolidayWeek/View/CommonComponents.swift","119","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/HolidayWeek/View/CommonComponents.swift","137","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/HolidayWeek/View/StoreWalkHolidayWeekAlbumView.swift","116","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/HolidayWeek/View/StoreWalkHolidayAlbumSavePhotoView.swift","91","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/HolidayWeek/View/StoreWalkHolidayAlbumSavePhotoView.swift","116","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/PrepInStoreProcess/ViewModel/PrepViewModel.swift","221","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/PrepInStoreProcess/View/PrepLandingView.swift","298","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/PrepInStoreProcess/View/PrepLandingView.swift","587","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/Benchmarking/View/BenchmarkingView.swift","80","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/Benchmarking/View/BenchmarkingView.swift","90","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/Benchmarking/View/BenchmarkingView.swift","98","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/Benchmarking/View/BenchmarkingView.swift","108","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/Benchmarking/View/BenchmarkingView.swift","162","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/Benchmarking/View/BenchmarkingView.swift","171","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/Benchmarking/View/BenchmarkingView.swift","226","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/Benchmarking/View/BenchmarkingView.swift","253","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/Benchmarking/View/BenchmarkingView.swift","260","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/ViewModel/SPTrendsDrillDownViewModel.swift","386","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/ViewModel/SPTrendsDrillDownViewModel+ChainSDVDocs.swift","50","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/ViewModel/SPTrendsDrillDownViewModel+DataPrepare.swift","52","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/ViewModel/SPTrendsDrillDownViewModel+DataPrepare.swift","147","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/ViewModel/SPTrendsDrillDownViewModel+DataPrepare.swift","226","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/ViewModel/SPTrendsDrillDownViewModel+DataPrepare.swift","289","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/View/SPTrendsConsolidatedView.swift","229","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/View/SPTrendsDrillDownView.swift","136","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/View/SPTrendsDrillDownView.swift","218","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/View/SPTrendsDrillDownView.swift","221","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/View/SPTrendsDrillDownView.swift","233","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/View/SPTrendsDrillDownView.swift","236","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/View/SPTrendsDrillDownView.swift","252","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/View/SPTrendsDrillDownView.swift","256","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/View/SPTrendsDrillDownView.swift","267","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/View/SPTrendsDrillDownView.swift","271","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/TrendsDrillDown/View/SPTrendsDrillDownView.swift","446","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/Luminate/View/LuminateView.swift","451","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","SalesProPlus/Presentation/ShareMailView/View/MailView.swift","35","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlus","Presentation"
"UI Performance","Common Business/Utilities/FileManagerUtility.swift","88","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","Common","Business"
"UI Performance","SalesProPlusTests/ConductSaleStorePotential/ConductSaleViewModelTest.swift","118","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","ConductSaleStorePotential"
"UI Performance","SalesProPlusTests/ConductSaleStorePotential/ConductSaleViewModelTest.swift","124","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","ConductSaleStorePotential"
"UI Performance","SalesProPlusTests/Benchmark/PowerBIReportsViewModelTests.swift","76","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Benchmark"
"UI Performance","SalesProPlusTests/Snack/SnackLandingViewModelTest.swift","17","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Snack"
"UI Performance","SalesProPlusTests/Snack/SnackLandingViewModelTest.swift","32","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Snack"
"UI Performance","SalesProPlusTests/Snack/SnackLandingViewModelTest.swift","40","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Snack"
"UI Performance","SalesProPlusTests/Snack/SnackLandingViewModelTest.swift","50","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Snack"
"UI Performance","SalesProPlusTests/Snack/SnackLandingViewModelTest.swift","59","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Snack"
"UI Performance","SalesProPlusTests/Snack/SnackLandingViewModelTest.swift","68","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Snack"
"UI Performance","SalesProPlusTests/Snack/SnackLandingViewModelTest.swift","76","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Snack"
"UI Performance","SalesProPlusTests/Snack/SnackLandingViewModelTest.swift","88","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Snack"
"UI Performance","SalesProPlusTests/Snack/SnackLandingViewModelTest.swift","99","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Snack"
"UI Performance","SalesProPlusTests/Snack/SnackLandingViewModelTest.swift","115","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Snack"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Domain/UseCases/MTP/SLMyTeamPerformanceUseCaseTests.swift","50","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Domain/UseCases/MTP/SLMyTeamPerformanceUseCaseTests.swift","69","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Domain/UseCases/MTP/SLMyTeamPerformanceUseCaseTests.swift","83","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/MyTeam/SLMyTeamViewModelTest+Extension.swift","92","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/MyTeam/SLMyTeamViewModelTest+Extension.swift","112","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/MyTeam/SLMyTeamViewModelTest.swift","84","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/MyTeam/SLMyTeamViewModelTest.swift","127","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/ScheduleMeeting/SLScheduleMeetingViewModelTest.swift","144","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/OrderTracking/SLOrderTrackingViewModelTest+Extension.swift","327","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWorkWithViewModel+RouteTest.swift","19","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWorkWithViewModel+RouteTest.swift","33","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWorkWithViewModel+CommentTest.swift","242","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWorkWithViewModel+CommentTest.swift","349","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWorkWithViewModel+SummaryTest.swift","59","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWorkWithViewModel+SummaryTest.swift","73","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWorkWithViewModel+SummaryTest.swift","84","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWorkWithViewModel+SummaryTest.swift","297","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWorkWithViewModel+QuestionsTest.swift","255","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWWObjectivesVMTest.swift","66","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWWObjectivesVMTest.swift","82","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWWObjectivesVMTest.swift","309","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWWObjectivesVMTest.swift","327","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWWObjectivesVMTest.swift","361","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWWObjectivesVMTest.swift","377","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWWObjectivesVMTest.swift","409","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWWObjectivesVMTest.swift","425","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWWObjectivesVMTest.swift","443","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/WW/SLWWObjectivesVMTest.swift","456","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/ToDo/ToDoMsgViewModelTest.swift","92","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/ToDo/ToDoMsgViewModelTest.swift","107","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/ToDo/ToDoMsgViewModelTest.swift","123","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/ToDo/ToDoMsgViewModelTest.swift","139","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest+OrderTracking.swift","18","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest+OrderTracking.swift","30","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest+OrderTracking.swift","43","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest+OrderTracking.swift","74","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest+OrderTracking.swift","87","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest+Fetch.swift","17","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest+Fetch.swift","32","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest+Fetch.swift","44","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest.swift","46","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest.swift","96","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest.swift","119","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest.swift","142","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest.swift","182","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModelTest.swift","199","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModel+WidgetsTest.swift","57","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModel+WidgetsTest.swift","161","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Dashboard/SLDashboardViewModel+WidgetsTest.swift","193","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/HamburgerMenu/SLGeoViewModelTests.swift","56","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/TeamVisibility/SLRoutesViewModelTest.swift","511","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/TeamVisibility/SLRoutesViewModelTest.swift","523","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/TeamVisibility/SLSchedulesViewModelTest.swift","40","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/SalesLeadBaseViewModelTests.swift","81","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/SalesLeadBaseViewModelTests.swift","117","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/SalesLeadBaseViewModelTests.swift","127","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Communication/CommunicationDetailViewModelTest.swift","75","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Communication/CommunicationDetailViewModelTest.swift","86","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Communication/CommunicationListViewModelTest+Prioritization.swift","133","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/OWO/SLOWOViewModelTests+AdditionalRoles.swift","55","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/OWO/SLOWOViewModelTests+AdditionalRoles.swift","124","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/OWO/SLOWOViewModelTests+AdditionalRoles.swift","234","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/OWO/SLOWOViewModelTests+AdditionalRoles.swift","318","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/OWO/SLOWOViewModelTests+Extension.swift","23","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/OWO/SLOWOViewModelTests+Extension.swift","321","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
